URL,Title,Description,Keywords,Title Exists (True/False),Description Exists (True/False),Keywords Exists (True/False)
http://10.4.95.44/news/vrachi-rasskazali-kak-vovremya-zametit-simptomy-i-ne-propustit-bolezn,,,,False,False,False
http://10.4.95.44/news/marker-pomozhet-vyyavit-onkologiyu,,,,False,False,False
http://10.4.95.44/news/svezhaya_aktualnaya_novost,,,,False,False,False
http://10.4.95.44/news/onkolog-perechislil-procedury-kotorye-pomogut-vyyavit-rak,,,,False,False,False
http://10.4.95.44/news/stal-izvesten-naibolee-opasnyj-vozrast-pri-rake-prostaty,,,,False,False,False
http://10.4.95.44/news/v-podmoskove-prodolzhaetsya-remont-medicinskih-uchrezhdenij,,,,False,False,False
http://10.4.95.44/news/istoriya-spaseniya-zhenshiny-s-miomoj,,,,False,False,False
http://10.4.95.44/news/zhizn-prodolzhaetsya-pacientka-rasskazala-o-borbe-s-onkologiej,,,,False,False,False
http://10.4.95.44/news/bolee-85-tysyach-podmoskovnyh-medikov-poluchayut-kompensaciyu-za-arendu-zhilya,,,,False,False,False
http://10.4.95.44/news/zhiteli-kolomny-mogut-pouchastvovat-v-donorskoj-akcii,,,,False,False,False
http://10.4.95.44/news/v-vidnovskoj-bolnice-budut-prohodit-dispanserizaciyu-v-otdelnom-bloke,,,,False,False,False
http://10.4.95.44/news/masterklass_dlya_shkolnikov,,,,False,False,False
http://10.4.95.44/news/vizit_delegatsii_niki_detstva_v_gomelskii_meditskii_unive,,,,False,False,False
http://10.4.95.44/news/strategicheskaya_sessiya_nastavnichestvo_2022,,,,False,False,False
http://10.4.95.44/news/o_proekte_nash_uchastkovii_vrach_v_regionah,,,,False,False,False
http://10.4.95.44/news/sanktpeterburg_podklyuchitsya_k_proektu_nash_uchastkovii_vra,,,,False,False,False
http://10.4.95.44/news/sovet_molodih_vrachei,,,,False,False,False
http://10.4.95.44/news/vladimirskie_pediatri_priglasheni_k_uchastiyu_v_proekte_nash,,,,False,False,False
http://10.4.95.44/news/v_podmoskove_zarabotal_uchebnii_tsentr_kompetentsii_v_pediat,,,,False,False,False
http://10.4.95.44/news/_meditsinskii_kvestmarafon,,,,False,False,False
http://10.4.95.44/news/radionuklidnaya-terapiya-v-podmoskove,,,,False,False,False
http://10.4.95.44/news/lechenie-onkopacientov-v-moskovskoj-oblasti,,,,False,False,False
http://10.4.95.44/news/onkosluzhba-podmoskovya-otmechena-gubernatorom,,,,False,False,False
http://10.4.95.44/news/pacientam-s-onkologiej-rekomenduyut-sdelat-privivku-ot-covid-19,,,,False,False,False
http://10.4.95.44/news/onkolikbez-rak-yaichnikov,,,,False,False,False
http://10.4.95.44/news/kak-brosit-kurit-rak-lyogkogo,,,,False,False,False
http://10.4.95.44/news/den-otkrytyh-dverej-v-ramenskoj-oblastnoj-bolnice,,,,False,False,False
http://10.4.95.44/news/onkopomosh-stanet-dostupnee-s-yanvarya-2022-goda,,,,False,False,False
http://10.4.95.44/news/onkolog-nazvala-vrednye-produkty-dlya-novogodnego-stola,,,,False,False,False
http://10.4.95.44/news/den-otkrytyh-dverej-rak-shejki-matki,,,,False,False,False
http://10.4.95.44/news/preparat-ot-diabeta-mozhet-lechit-onkologiyu-molochnyh-zhelyoz,,,,False,False,False
http://10.4.95.44/news/uchyonye-rasskazali-kak-sladkoe-vliyaet-na-onkologiyu,,,,False,False,False
http://10.4.95.44/news/kompensayaciya-za-arendu-zhilya,,,,False,False,False
http://10.4.95.44/news/zhitelnica-podmoskovya-rasskazala-istoriyu-borby-s-onkologiej,,,,False,False,False
http://10.4.95.44/news/onkolog-rasskazal-o-novom-shtamme-koronavirusa,,,,False,False,False
http://10.4.95.44/news/uchyonye-nazvali-vitamin-kotoryj-mozhet-razvit-onkologiyu,,,,False,False,False
http://10.4.95.44/news/nejrohirurg-rasskazal-ob-onkologii-golovnogo-mozga,,,,False,False,False
http://10.4.95.44/news/kak-koronavirus-povliyal-na-rabotu-onkosluzhby-v-podmoskove,,,,False,False,False
http://10.4.95.44/news/operaciya-na-yaichnikah-v-podmoskove,,,,False,False,False
http://10.4.95.44/news/melanoma-simptomy-i-lechenie,,,,False,False,False
http://10.4.95.44/news/vrach-rasskazal-o-sovremennyh-operaciyah-onkologii-golovnogo-mozga,,,,False,False,False
http://10.4.95.44/news/vrach-rasskazal-o-simptomah-allergii-i-onkologii,,,,False,False,False
http://10.4.95.44/news/telemedicina-onkokonsiliumy-v-moskovskoj-oblasti,,,,False,False,False
http://10.4.95.44/news/onkolog-rasskazal-o-pitanii-i-onkologii,,,,False,False,False
http://10.4.95.44/news/besplatnye-obsledovaniya-v-moskovskoj-oblasti,,,,False,False,False
http://10.4.95.44/news/onkolog-rasskazal-o-diagnostike-i-lechenii-raka-lyogkih,,,,False,False,False
http://10.4.95.44/news/obsledovaniya-v-kolomne,,,,False,False,False
http://10.4.95.44/news/dlia-zhitelnits-podmoskovia-proidiot-besplatnoe-obsledovanie,,,,False,False,False
http://10.4.95.44/news/intervyu-vracha-onkologa-o-rake-kozhi-i-molochnoj-zheleze,,,,False,False,False
http://10.4.95.44/news/uchyonye-protestirovali-apparat-mrt-dlya-tochnogo-vyyavleniya-onkologii-yaichnikov,,,,False,False,False
http://10.4.95.44/news/rak-kishechnika-simptomy,,,,False,False,False
http://10.4.95.44/news/novoe-oborudovanie-v-moskovskoj-oblasti,,,,False,False,False
http://10.4.95.44/news/rossijskie-uchyonye-sozdali-lekarstvo-ot-onkologii-molochnoj-zhelezy,,,,False,False,False
http://10.4.95.44/news/uchyonye-razrabatyvayut-effektivnye-lekarstva-ot-raka,,,,False,False,False
http://10.4.95.44/news/metodiku-podmoskovnyh-vrachej-opublikovali-v-mezhdunarodnom-zhurnale,,,,False,False,False
http://10.4.95.44/news/novye-kabinety-dlya-kt-poyavilis-v-podmoskove,,,,False,False,False
http://10.4.95.44/news/lechenie-v-moskovskom-oblastnom-dispansere,,,,False,False,False
http://10.4.95.44/news/obsledovaniya-na-rak-kozhi,,,,False,False,False
http://10.4.95.44/news/obsledovanie-na-rak-shejki-matki,,,,False,False,False
http://10.4.95.44/news/uchyonye-nazvali-kashel-simptomom-raka-lyogkih,,,,False,False,False
http://10.4.95.44/news/fotoproekt-himiya-byla-no-my-rasstalis-zapustili-v-moskovskom-metro,,,,False,False,False
http://10.4.95.44/news/vakcinaciya-onkobolnyh-2,,,,False,False,False
http://10.4.95.44/news/opuhol-vesom-pyat-kilogrammov-udalili-zhitelnice-zhukovskogo,,,,False,False,False
http://10.4.95.44/news/v-kolomne-projdyot-skrining-na-rak-shitovidnoj-zhelezy,,,,False,False,False
http://10.4.95.44/news/uchyonye-razrabatyvayut-monokristally-dlya-vyyavleniya-granic-onkologii,,,,False,False,False
http://10.4.95.44/news/nejrobiologi-poprobovali-izmenit-mutaciyu-genov-s-onkologiej,,,,False,False,False
http://10.4.95.44/news/dni-otkrytyh-dverej-v-podmoskove,,,,False,False,False
http://10.4.95.44/news/emocionalnoe-vygoranie,,,,False,False,False
http://10.4.95.44/news/rak-shitovidnoj-zhelezy,,,,False,False,False
http://10.4.95.44/news/aleksandr-myasnikov-nazval-vitaminy-kotorye-mogut-vyzvat-rak,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-onkologi-proveli-150-sovremennyh-operacij,,,,False,False,False
http://10.4.95.44/news/den-otkrytyh-dverej-projdet-v-ramenskom,,,,False,False,False
http://10.4.95.44/news/poluchit-medotvod-mozhno-budet-cherez-gosuslugi,,,,False,False,False
http://10.4.95.44/news/emocionalnoe-istoshenie-uvelichivaet-risk-razvitiya-onkologii,,,,False,False,False
http://10.4.95.44/news/opasnye-veshestva-v-vozduhe-mogut-vyzyvat-onkologiyu,,,,False,False,False
http://10.4.95.44/news/pryamoj-efir-s-vrachom-onkologom,,,,False,False,False
http://10.4.95.44/news/vybrat-luchshego-vracha-onkologa-mozhno-na-portale-dobrodel,,,,False,False,False
http://10.4.95.44/news/kolomenskie-vrachi-udalili-triokhkilogrammovuiu-opukhol,,,,False,False,False
http://10.4.95.44/news/odincovskij-centr-onkopomoshi,,,,False,False,False
http://10.4.95.44/news/onkologicheskaya-olimpiada-proshla-dlya-vrachej-onkologov,,,,False,False,False
http://10.4.95.44/news/novoe-oborudovanie-postupilo-v-kolomnu,,,,False,False,False
http://10.4.95.44/news/delegaciya-minzdrava-tatarstana-poznakomilis-s-onkosluzhboj-podmoskovya,,,,False,False,False
http://10.4.95.44/news/aktualnye-voprosy-borby-s-opasnym-nedugom-obsudili-na-nauchno-prakticheskoj-konferencii,,,,False,False,False
http://10.4.95.44/news/poluchit-besplatnye-lekarstva-teper-mozhno-na-specialnom-portale,,,,False,False,False
http://10.4.95.44/news/risk-razvitiya-melanomy-ocenyat-u-zhitelej-odincovo,,,,False,False,False
http://10.4.95.44/news/dispanserizaciya-po-novoj-modeli-budet-v-bolnicah-podmoskovya,,,,False,False,False
http://10.4.95.44/news/centry-ambulatornoj-onkopomoshi-v-podmoskove,,,,False,False,False
http://10.4.95.44/news/novaya-model-prohozhdeniya-dispanserizacii-v-podmoskove,,,,False,False,False
http://10.4.95.44/news/novoe-oborudovanie-poyavitsya-v-meduchrezhdeniyah-podmoskovya,,,,False,False,False
http://10.4.95.44/news/rak-mochevogo-puzyrya,,,,False,False,False
http://10.4.95.44/news/isk-razvitiya-tyazhyoloj-formy-onkologii-tolstoj-kishki-u-zhenshin-gorazdo-vyshe,,,,False,False,False
http://10.4.95.44/news/zhitelnic-krasnogorska-obsledovali-na-rak-molochnoj-zhelezy,,,,False,False,False
http://10.4.95.44/news/dobrovolcy-smogut-sdat-krov-dlya-onkopacientov,,,,False,False,False
http://10.4.95.44/news/rossijskie-i-yaponskie-specialisty-obsudili-metody-lecheniya-vozrastnyh-onkopacientov,,,,False,False,False
http://10.4.95.44/news/v-sergievom-posade-rabotaet-centr-ambulatornoj-onkologicheskoj-pomoshi,,,,False,False,False
http://10.4.95.44/news/v-podmoskove-zamenyat-medicinskoe-oborudovanie,,,,False,False,False
http://10.4.95.44/news/v-podolske-dlya-vrachej-onkologov-proshla-konferenciya-po-diagnostike-melanomy,,,,False,False,False
http://10.4.95.44/news/dlya-zhitelej-balashihi-proveli-akciyu-po-otkazu-ot-kureniya,,,,False,False,False
http://10.4.95.44/news/kolonoskopiya-s-inskusstvennym-intellektom-luchshe-vyyavlyaet-adenomy,,,,False,False,False
http://10.4.95.44/news/vrachi-provedut-obsledovanie-dlya-zhenshin-kolomny,,,,False,False,False
http://10.4.95.44/news/risk-razvitiya-raka-mozhno-sokratit,,,,False,False,False
http://10.4.95.44/news/uchyonye-rassmatrivayut-metod-diagnostiki-raka-prostaty-vo-vydohu,,,,False,False,False
http://10.4.95.44/news/zapushennyj-pacientom-appendicit-zamaskirovalsya-pod-rak-kishechnika,,,,False,False,False
http://10.4.95.44/news/rossijskie-i-zarubezhnye-specialisty-budut-provodit-onlajn-konsiliumy,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-onkologi-proveli-operaciyu-na-pishevode,,,,False,False,False
http://10.4.95.44/news/nanolekarstva-v-budushem-mogut-pomoch-v-lechenii-onkologii,,,,False,False,False
http://10.4.95.44/news/intervyu-s-zaveduyushej-patologoanatomicheskim-otdeleniem-ramenskoj-oblastnoj-bolnicy-lyudmiloj-trefilovoj,,,,False,False,False
http://10.4.95.44/news/minzdrav-rossii-ocenil-rabotu-onkosluzhby-v-podmoskove,,,,False,False,False
http://10.4.95.44/news/pacienty-proshedshie-kurs-protivoopuholevogo-lecheniya-imeyut-riski-oslozhnenij-posle-covid-19,,,,False,False,False
http://10.4.95.44/news/onkolikbez-rak-kozhi-i-vidy,,,,False,False,False
http://10.4.95.44/news/robot-napomnit-posetit-onkologa,,,,False,False,False
http://10.4.95.44/news/onkolog-rasskazal-o-vazhnosti-diagnostiki-onkologii-kishechnika,,,,False,False,False
http://10.4.95.44/news/minzdrav-moskovskoj-oblasti-prokontroliruet-remont-i-osnashenie-onkocentrov,,,,False,False,False
http://10.4.95.44/news/vidy-raka-kozhi-melanoma,,,,False,False,False
http://10.4.95.44/news/nacproekt-zdravoohranenie-provodit-akciyu-po-diagnostike-onkologii-u-devushek,,,,False,False,False
http://10.4.95.44/news/vakcinaciya-pozhilyh-lyudej,,,,False,False,False
http://10.4.95.44/news/eksperty-minzdrava-rossii-proverili-onkologicheskie-centry-v-lyubercah,,,,False,False,False
http://10.4.95.44/news/chat-bot-dlya-brosayushih-kurit,,,,False,False,False
http://10.4.95.44/news/uchyonye-iz-velikobritanii-nashli-novyj-sposob-lecheniya-detskoj-onkologii,,,,False,False,False
http://10.4.95.44/news/uchyonye-sozdali-nejroset-dlya-vyyavleniya-raka-kozhi,,,,False,False,False
http://10.4.95.44/news/zhitelnic-ramenskogo-obsledovali-na-rak-molochnoj-zhelezy,,,,False,False,False
http://10.4.95.44/news/oblastnoj-onkodispanser-v-chisle-luchshih-klinik-podmoskovya,,,,False,False,False
http://10.4.95.44/news/uchyonye-mogut-sozdat-lekarstvo-ot-onkologii-iz-mphk-vakciny-protiv-koronavirusa,,,,False,False,False
http://10.4.95.44/news/istoriya-spaseniya-pacientki-iz-podmoskovya,,,,False,False,False
http://10.4.95.44/news/vakcinaciya-onkobolnyh-1,,,,False,False,False
http://10.4.95.44/news/vrachi-nazvali-simptomy-kotorye-mogut-ukazyvat-na-onkologiyu,,,,False,False,False
http://10.4.95.44/news/opasnyj-parazit-v-budushem-mozhet-pomoch-v-borbe-s-onkologiej,,,,False,False,False
http://10.4.95.44/news/centr-zhenskogo-zdorovya-v-klinu,,,,False,False,False
http://10.4.95.44/news/socialnye-karty-onkopacientam-ne-blokiruyut,,,,False,False,False
http://10.4.95.44/news/vakcinaciya-onkobolnyh,,,,False,False,False
http://10.4.95.44/news/luchshij-vrach-moskovskoj-oblasti,,,,False,False,False
http://10.4.95.44/news/zhitelnic-podmoskovya-obsledovali-na-rak-molochnoj-zhelezy,,,,False,False,False
http://10.4.95.44/news/youtube-kanal-onkologicheskogo-portala,,,,False,False,False
http://10.4.95.44/news/centr-onkopomoshi-v-balashihe-prinyal-pervyh-pacientov,,,,False,False,False
http://10.4.95.44/news/centr-ambulatornoj-onkologicheskoj-pomoshi-v-sergievom-posade-prinyal-pervyh-pacientov,,,,False,False,False
http://10.4.95.44/news/v-himkah-otkrylsya-institut-yadernoj-mediciny,,,,False,False,False
http://10.4.95.44/news/onkolikbez-rak-grudi-kak-vovremya-obnaruzhit,,,,False,False,False
http://10.4.95.44/news/konferenciya-onkologov-moskovskoj-oblasti,,,,False,False,False
http://10.4.95.44/news/otdelenie-himioterapii-otremontirovali-v-oblastnom-onkodispansere,,,,False,False,False
http://10.4.95.44/news/ramenskie-vrachi-priglashayut-obsledovatsya-na-rak-molochnoj-zhelezy,,,,False,False,False
http://10.4.95.44/news/sdacha-analiza-pozvolyaet-vyyavit-rak-na-rannej-stadii,,,,False,False,False
http://10.4.95.44/news/sovremennye-metody-diagnostiki-raka-kozhi,,,,False,False,False
http://10.4.95.44/news/sdat-krov-v-onkodispansere-v-balashihe,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-onkologi-podelilis-opytom-lecheniya-raka-yaichnikov-s-zarubezhnymi-kollegami,,,,False,False,False
http://10.4.95.44/news/skrining-organov-malogo-taza-v-kolomne,,,,False,False,False
http://10.4.95.44/news/skrining-v-orehovo-zuevo-na-rak-molochnoj-zhelezy,,,,False,False,False
http://10.4.95.44/news/pacientam-v-podmoskove-ne-pridyotsya-zhdat-onkokonsiliuma-dolshe-dvuh-dnej,,,,False,False,False
http://10.4.95.44/news/v-podmoskovnyh-himkah-proveli-obsledovanie-zhenshin-na-rak-molochnoj-zhelezy-v-ramkah-dnej-otkrytyh-dverej,,,,False,False,False
http://10.4.95.44/news/tsentr-ambulatornoi-onkologicheskoi-pomoshchi-priglashaet-zhitelei-kolomny-proiti-skrining-na-rak-shchitovidnoi-zhelezy,,,,False,False,False
http://10.4.95.44/news/rak-pishevoda-tretej-stadii-izlechim-podmoskovnye-vrachi-uspeshno-proveli-kombinirovannoe-lechenie-pacienta-so-zlokachestvennym-obrazovaniem-pishevoda,,,,False,False,False
http://10.4.95.44/news/rak-grudi-pochemu-ne-stoit-otkladyvat-vizit-k-vrachu,,,,False,False,False
http://10.4.95.44/news/profilaktika-luchshe-lecheniia-pochemu-stoit-proveritsia-na-rak-grudi,,,,False,False,False
http://10.4.95.44/news/zhitelnic-kolomny-proverili-na-rak-shejki-matki,,,,False,False,False
http://10.4.95.44/news/stupinskie-vrachi-priglashayut-zhitelnic-projti-obsledovanie-na-rak-grudi,,,,False,False,False
http://10.4.95.44/news/12-sposobov-snizit-razvitie-raka,,,,False,False,False
http://10.4.95.44/news/centr-ambulatornoj-onkopomoshi-otkrylsya-v-mozhajske,,,,False,False,False
http://10.4.95.44/news/onkolikbez-rak-tolstoj-kishki,,,,False,False,False
http://10.4.95.44/news/profilaktika-raka-molochnoj-zhelezy,,,,False,False,False
http://10.4.95.44/news/centr-ambulatornoj-onkopomoshi-otkrylsya-v-orehovo-zuevo,,,,False,False,False
http://10.4.95.44/news/v-ramenskoj-bolnice-pacientke-udalili-kistu,,,,False,False,False
http://10.4.95.44/news/mesyachnik-profilaktiki-raka-molochnoj-zhelezy,,,,False,False,False
http://10.4.95.44/news/kak-perestat-boyatsya-diagnoz-rak-i-nastroitsya-na-lechenie,,,,False,False,False
http://10.4.95.44/news/vakcinaciya-pacientov-s-onkologicheskimi-zabolevaniyami,,,,False,False,False
http://10.4.95.44/news/novoe-oborudovanie-v-malodubenskoj-ambulatorii,,,,False,False,False
http://10.4.95.44/news/pacienty-budut-poluchat-pomosh-v-onkocentre-na-baze-lyubereckoj-oblastnoj-bolnicy,,,,False,False,False
http://10.4.95.44/news/zhitelej-kolomny-proverili-na-rak-kishechnika,,,,False,False,False
http://10.4.95.44/news/onkobolnyh-budut-lechit-v-novom-centre-ambulatornoj-onkopomoshi-v-sergievom-posade,,,,False,False,False
http://10.4.95.44/news/v-balashihe-pacientke-proveli-operaciyu-na-yaichnikah,,,,False,False,False
http://10.4.95.44/news/zhitelnicy-krasnogorska-proshli-mammografiyu,,,,False,False,False
http://10.4.95.44/news/gigantskuyu-opuhol-udalili-zarajskie-vrachi,,,,False,False,False
http://10.4.95.44/news/glavnyj-vrach-lyubereckoj-oblastnoj-bolnicy-rasskazal-ob-izmeneniyah-v-okazanii-onkopomoshi-v-okruge,,,,False,False,False
http://10.4.95.44/news/onkolog-otvetil-na-voprosy-o-rake-zheludka,,,,False,False,False
http://10.4.95.44/news/lechenie-himioterapiej-v-podmoskove,,,,False,False,False
http://10.4.95.44/news/pochemu-rak-grudi-i-rak-yaichnikov-imeyut-vysokie-pokazateli-smertnosti,,,,False,False,False
http://10.4.95.44/news/podmoskovnyj-vrach-rasskazal-o-pervyh-simptomah-onkozabolevaniya-pri-kotoryh-nuzhno-bit-trevogu,,,,False,False,False
http://10.4.95.44/news/novyj-kabinet-kompyuternoj-tomografii-zarabotal-v-korolevskoj-bolnice,,,,False,False,False
http://10.4.95.44/news/kt-diagnostika-stanet-dostupna-zhitelyam-dolgoprudnogo,,,,False,False,False
http://10.4.95.44/news/kolomenskie-vrachi-priglashayut-na-skrining,,,,False,False,False
http://10.4.95.44/news/pacient-iz-kryma-rasskazal-kak-ego-spasli-vrachi-iz-podmoskovya,,,,False,False,False
http://10.4.95.44/news/kabinet-kompyuternoj-tomografii-nachal-rabotat-v-domodedovo,,,,False,False,False
http://10.4.95.44/news/kak-okazyvayut-pomosh-v-ramenskom-1,,,,False,False,False
http://10.4.95.44/news/kolomenskie-onkologi-rasskazali-o-rabote-kabineta-diagnostiki-kozhi,,,,False,False,False
http://10.4.95.44/news/onlajn-test-na-risk-razvitiya-raka-polosti-rta,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-vrachi-rasskazali-o-faktorah-kotorye-provociruyut-rak-polosti-rta,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-onkologi-podelilis-opytom-lecheniya-raka,,,,False,False,False
http://10.4.95.44/news/kogda-nuzhno-prohodit-obsledovaniya,,,,False,False,False
http://10.4.95.44/news/novoe-oborudovanie-v-zarajskoj-bolnice-pozvolit-chashe-vyyavlyat-onkologiyu-na-rannej-stadii,,,,False,False,False
http://10.4.95.44/news/kabinet-kompyuternoj-tomografii-nachal-rabotu-v-dzerzhinskoj-bolnice,,,,False,False,False
http://10.4.95.44/news/onlajn-test-na-rak-gortani,,,,False,False,False
http://10.4.95.44/news/kabinet-kompyuternoj-tomografii-zarabotal-v-zarajskoj-bolnice,,,,False,False,False
http://10.4.95.44/news/novoe-oborudovanie-postupilo-v-mytishi,,,,False,False,False
http://10.4.95.44/news/skrining-na-rak-zheludka-v-lyubercah,,,,False,False,False
http://10.4.95.44/news/novoe-oborudovanie-postupit-v-bolnicy-podmoskovya,,,,False,False,False
http://10.4.95.44/news/simptomy-u-zhenshin-i-muzhchin-kotorye-dolzhny-nastorozhit,,,,False,False,False
http://10.4.95.44/news/dostupnaya-onkopomosh-v-odincovskoj-bolnice,,,,False,False,False
http://10.4.95.44/news/v-podmoskove-vrachi-smogut-provodit-maloinvazivnye-operacii,,,,False,False,False
http://10.4.95.44/news/zhitelnic-kolomny-proverili-na-rak-grudi,,,,False,False,False
http://10.4.95.44/news/vsyo-chto-nuzhno-znat-o-rake-grudi,,,,False,False,False
http://10.4.95.44/news/onlajn-test-na-risk-razvitiya-raka-tolstoj-kishki,,,,False,False,False
http://10.4.95.44/news/proveli-operatsiiu-v-bolnitse-rozanova-dvum-zhenshchinam,,,,False,False,False
http://10.4.95.44/news/skrining-na-rak-grudi-v-kolomne,,,,False,False,False
http://10.4.95.44/news/skrining-v-kolomne,,,,False,False,False
http://10.4.95.44/news/rannie-simptomy-onkozabolevanij,,,,False,False,False
http://10.4.95.44/news/sdelat-skrining-v-lyubereckoj-bolnice,,,,False,False,False
http://10.4.95.44/news/operacii-cherez-sosudy-v-onkodispansere,,,,False,False,False
http://10.4.95.44/news/skrining-v-kolomenskoj-bolnice,,,,False,False,False
http://10.4.95.44/news/operaciyu-proveli-v-odincovskoj-bolnice,,,,False,False,False
http://10.4.95.44/news/kak-predupredit-onkologicheskoe-zabolevanie,,,,False,False,False
http://10.4.95.44/news/23-iyulya-v-kolomenskoj-bolnice-mozhno-obsledovatsya-na-rak-shitovidnoj-zhelezy,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-vrachi-rasskazali-k-chemu-privodit-nesvoevremennoe-obrashenie-k-ginekologu,,,,False,False,False
http://10.4.95.44/news/istoriya-spaseniya-pacienta-iz-ivanteevki,,,,False,False,False
http://10.4.95.44/news/onkoskrinig-v-kolomne,,,,False,False,False
http://10.4.95.44/news/kak-okazyvayut-onkologicheskuyu-pomosh-v-krasnogorske,,,,False,False,False
http://10.4.95.44/news/skrining-na-rak-predstatelnoj-zhelezy-v-kolomne,,,,False,False,False
http://10.4.95.44/news/kak-lechat-rak-v-moskovskom-oblastnom-onkodispansere,,,,False,False,False
http://10.4.95.44/news/onlajn-test-risk-razvitia-raka-molocnoj-zelezy,,,,False,False,False
http://10.4.95.44/news/centr-ambulatornoj-onkologiceskoj-pomosi-krasnogorsk,,,,False,False,False
http://10.4.95.44/news/onkolikbez-10-prostyh-voprosov-onkologu,,,,False,False,False
http://10.4.95.44/news/onlajn-test-risk-razvitia-raka-zeludka,,,,False,False,False
http://10.4.95.44/news/rannij-diagnoz-bystraya-pomoshch-v-lyubercah,,,,False,False,False
http://10.4.95.44/news/rak-mozet-nacat-sa-s-gastrita-simptomy,,,,False,False,False
http://10.4.95.44/news/centr-ambulatornoj-onkologiceskoj-pomosi-v-ramenskom,,,,False,False,False
http://10.4.95.44/news/medicinskij-proryv-vracej-iz-balasihi,,,,False,False,False
http://10.4.95.44/news/onlajn-test-risk-razvitia-raka-predstatel-noj-zelezy,,,,False,False,False
http://10.4.95.44/news/28-iuna-v-kolomenskoj-bol-nice-obsledonie-rak-sitovidnoj-zelezy,,,,False,False,False
http://10.4.95.44/news/riski-razvitia-raka-sitovidnoj-zelezy,,,,False,False,False
http://10.4.95.44/news/170-organosohrannyh-operacij-pri-lecenii-raka-grudi-proveli-v-mood,,,,False,False,False
http://10.4.95.44/news/prizvanie-v-tom-ctoby-pomogat-pacientam-istoria-dinastii-vracej-iz-balasihi,,,,False,False,False
http://10.4.95.44/news/onlajn-test-na-risk-razvitia-raka-legkogo,,,,False,False,False
http://10.4.95.44/news/tysaci-zensin-prosli-skrining-raka-molocnoj-zelezy-v-taldome,,,,False,False,False
http://10.4.95.44/news/onlajn-test-na-risk-razvitia-melanomy,,,,False,False,False
http://10.4.95.44/news/o-faktorah-provociruusih-rak-polosti-rta,,,,False,False,False
http://10.4.95.44/news/den-donora-v-moskovskom-oblastnom-onkologiceskom-dispansere,,,,False,False,False
http://10.4.95.44/news/konferencia-onkologov-podmoskov-a-ob-edinila-vracej-so-vsej-rossii,,,,False,False,False
http://10.4.95.44/news/oborudovanie-dla-diagnostiki-onkozabolevanij-zakupili-v-podmoskovnye-bol-nicy,,,,False,False,False
http://10.4.95.44/news/bolee-800-pacientov-i-obsledovanie-za-8-dnej-caop-v-lubercah,,,,False,False,False
http://10.4.95.44/news/den-diagnostiki-melanomy-prosel-v-podmoskov-e,,,,False,False,False
http://10.4.95.44/news/skrining-raka-tolstogo-kisecnika-v-kolomne,,,,False,False,False
http://10.4.95.44/news/kak-koronavirus-povlial-na-vyavlaemost-raka-legkogo,,,,False,False,False
http://10.4.95.44/news/ostrye-voprosy-v-lecenii-raka-onkologi-moskovskoj-oblasti,,,,False,False,False
http://10.4.95.44/news/novyj-sposob-lecenia-raka-aicnikov-zapatentovali-podmoskovnye-vraci,,,,False,False,False
http://10.4.95.44/news/melanoma-cem-opasna-i-pri-cem-tut-manikur,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-vraci-udalili-pacientke-trehkilogrammovuu-opuhol,,,,False,False,False
http://10.4.95.44/news/pobedit-rak-i-rodit-rebenka-s-diagnozom-rak-sejki-matki,,,,False,False,False
http://10.4.95.44/news/vraci-v-kolomne-vpervye-proveli-onkoplastiku-pri-lecenii-raka-grudi,,,,False,False,False
http://10.4.95.44/news/pacienta-s-covid-19-i-onkologiej-spasli-podmoskovnye-vraci,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-onkologi-spasli-pacienta-s-rakom-azyka,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-vraci-prinali-rody-u-zensiny-s-koronavirusom-onkologiej-i-soputstvuusimi-zabolevaniami,,,,False,False,False
http://10.4.95.44/news/centr-ambulatornoj-onkologiceskoj-pomosi-pacientam-otkrylsa-v-lubercah,,,,False,False,False
http://10.4.95.44/news/v-moskovskom-oblastnom-onkodispansere-nacali-provodit-obsledovanie-pacientov-v-medikamentoznom-sne,,,,False,False,False
http://10.4.95.44/news/30-santimetrovuu-opuhol-v-legkom-udalili-pacientke-vraci-oblastnogo-onkodispansera,,,,False,False,False
http://10.4.95.44/news/sloznuu-operaciu-po-udaleniu-opuholi-proveli-podmoskovnye-onkologi,,,,False,False,False
http://10.4.95.44/news/isklyuchi-razvitie-kolorektalnogo-raka,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-ucenye-pridumali-kak-povysit-effektivnost-bor-by-s-onkologiej,,,,False,False,False
http://10.4.95.44/news/novoe-oborudovanie-onkologiceskogo-profila-postupilo-v-ramenskuu-bol-nicu,,,,False,False,False
http://10.4.95.44/news/bolee-300-edinic-medoborudovania-dla-lecenia-onkologii-zakupili-v-podmoskov-e-v-2020-godu,,,,False,False,False
http://10.4.95.44/news/vraci-moniiag-pomogli-rodit-zdorovogo-rebenka-pacientke-s-rakom-sitovidnoj-zelezy,,,,False,False,False
